First Name,Nation,Team,Position,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,xAG/90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,KP,1/3,PPA,CrsPA,PrgP,Short Cmp%,Medium Cmp%,Long Cmp%,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att (Take-Ons),Succ% (Take-Ons),Tkld% (Take-Ons),Carries,PrgDist,ProgC,1/3 (Carries),CPA,Mis,Dis,Rec,PrgR,Fls,Fld,Off,Crs,Recov,Won (Aerial),Lost (Aerial),Won% (Aerial)
Marco,es ESP,Aston Villa,"MF,FW",29-090,8,5,466,3,1,1,0,4.2,0.8,15,30,23,0.58,0.19,0.81,0.16,N/a,N/a,N/a,N/a,47.1,1.55,0.18,18.9,167,80.3,2341,12,14,8,2,30,89.9,83.6,31.3,25,4.83,3,0.58,7,5,8,5,2,0,2,1,261,4,24,105,137,22,12,50.0,41.7,163,461,15,18,3,4,7,179,23,8,6,2,21,19,0,1,0.0
Marcos,ar ARG,Bournemouth,DF,27-346,14,12,"1,008",0,0,5,0,0.8,0.2,12,51,5,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,6.0,493,76.7,10211,3,73,12,3,51,88.0,85.9,50.0,16,1.43,1,0.09,35,21,30,16,14,6,8,11,778,64,345,375,67,12,9,55.6,44.4,482,1464,12,14,0,5,5,492,5,19,7,0,10,67,23,27,46.0
Marcus,eng ENG,Aston Villa,FW,27-172,9,3,369,1,2,0,0,1.6,2.1,20,13,40,0.24,0.49,0.38,0.51,N/a,N/a,N/a,N/a,26.7,0.98,0.07,19.8,110,71.0,1666,12,2,9,2,13,86.5,75.6,34.8,26,6.36,3,0.73,8,5,5,1,2,0,2,1,207,2,13,48,149,25,20,45.0,55.0,121,452,20,8,14,6,1,141,40,1,3,1,26,12,1,7,12.5
Marcus,eng ENG,Bournemouth,"FW,MF",26-030,24,16,"1,561",3,5,5,0,5.2,2.8,37,99,103,0.17,0.29,0.30,0.16,N/a,N/a,N/a,N/a,31.3,0.86,0.06,20.5,525,72.6,8934,36,61,29,9,99,86.3,78.2,43.6,82,4.73,10,0.58,38,23,25,16,14,2,12,4,942,18,104,354,504,49,47,42.6,51.1,534,1525,37,35,7,36,42,601,103,25,20,4,89,96,22,30,42.3
Mario,ga GAB,Wolves,"MF,DF",31-232,17,15,"1,364",1,3,4,0,1.4,1.1,8,48,21,0.07,0.20,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,9479,10,43,13,4,48,85.0,87.7,61.1,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0
Mark,ie IRL,Bournemouth,GK,25-338,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.00,80.0,20.0,N/a,N/a,0.00,N/a,N/a,100,70.4,3469,0,3,0,0,0,100.0,96.2,51.8,0,0.00,0,0.00,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,0,68,0,0,1,0,0,3,1,0,100.0
Mark,nl NED,Brentford,GK,31-312,32,32,"2,825",0,1,1,0,0.0,0.2,0,0,0,0.00,0.03,0.00,0.01,1.53,73.3,15.6,0.0,N/a,0.00,N/a,N/a,1113,73.3,32882,2,44,2,0,0,97.8,97.4,50.1,7,0.22,1,0.03,4,4,9,6,2,0,2,0,1616,1261,1569,52,0,0,1,100.0,0.0,987,2803,0,0,0,3,0,905,0,0,3,0,0,35,4,0,100.0
Marshall,zw ZIM,Wolves,"MF,FW",28-303,9,8,698,1,1,0,0,3.0,0.9,4,7,23,0.13,0.13,0.38,0.11,N/a,N/a,N/a,N/a,33.3,0.64,0.07,14.8,99,71.2,1161,4,3,1,0,7,78.8,71.1,0.0,13,1.68,1,0.13,18,9,15,5,8,1,7,5,244,14,34,139,73,20,6,16.7,66.7,94,98,4,2,3,24,9,122,23,11,8,3,4,23,22,17,56.4
Martin,sk SVK,Newcastle Utd,GK,36-096,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.20,70.7,50.0,N/a,N/a,0.00,N/a,N/a,265,79.6,5932,0,0,0,0,0,100.0,100.0,40.2,0,0.00,0,0.00,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,0,175,0,0,1,0,0,18,4,0,100.0
Martin,no NOR,Arsenal,MF,26-125,25,22,"1,955",2,5,4,0,4.3,4.5,78,226,138,0.09,0.23,0.20,0.21,N/a,N/a,N/a,N/a,33.3,0.60,0.03,18.6,1055,82.8,16303,54,112,77,5,226,90.6,87.7,53.2,109,5.02,12,0.55,19,11,23,19,4,0,4,3,1433,6,92,588,767,101,53,39.6,56.6,986,3166,78,67,23,27,36,1141,138,10,20,1,77,81,8,7,53.3
Mason,eng ENG,Manchester Utd,"MF,FW",26-101,12,4,348,0,0,3,0,1.2,0.2,7,15,15,0.00,0.00,0.32,0.05,N/a,N/a,N/a,N/a,37.5,0.78,0.00,15.9,107,80.5,1542,5,8,2,1,15,86.6,82.5,60.0,11,2.84,0,0.00,8,2,8,2,7,1,6,2,175,3,24,85,67,12,4,0.0,75.0,114,218,7,8,1,7,8,130,15,12,7,0,8,9,3,6,33.3
Massimo,au AUS,Ipswich Town,MF,32-208,8,2,191,0,0,0,0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,39,73.6,551,0,1,0,0,5,88.9,68.8,33.3,0,0.00,0,0.00,8,5,7,3,4,2,2,2,73,9,33,24,16,1,0,N/a,N/a,38,25,0,0,0,2,3,41,1,1,2,0,1,10,1,0,100.0
Mateo,hr CRO,Manchester City,MF,30-350,27,21,"1,870",6,1,5,0,1.7,3.5,49,136,14,0.29,0.05,0.08,0.17,N/a,N/a,N/a,N/a,27.8,0.48,0.17,21.8,1468,92.7,22600,28,165,26,0,136,95.0,95.7,62.5,58,2.79,6,0.29,59,35,58,31,18,0,18,19,1789,43,260,1016,533,16,38,52.6,28.9,1204,3287,49,66,3,16,28,1448,14,22,21,0,0,104,9,7,56.3
Mateus,pt POR,Southampton,MF,20-285,31,29,"2,499",2,3,8,0,3.7,2.6,71,127,97,0.07,0.11,0.13,0.09,N/a,N/a,N/a,N/a,37.8,0.50,0.05,18.6,949,79.3,16118,30,86,21,4,127,87.5,85.3,54.3,68,2.45,6,0.22,78,43,58,31,35,3,32,19,1529,53,319,750,496,44,94,45.7,45.7,796,2859,71,64,8,47,30,953,97,40,48,3,102,155,13,9,59.1
Matheus,pt POR,Manchester City,"DF,MF",26-237,22,15,"1,314",0,5,3,0,0.5,4.2,53,63,143,0.00,0.34,0.04,0.29,N/a,N/a,N/a,N/a,33.3,0.14,0.00,20.4,843,86.7,13133,21,42,23,6,63,91.7,88.5,67.7,36,2.47,6,0.41,26,17,29,17,12,3,9,12,1106,35,202,420,488,52,31,41.9,41.9,690,1906,53,24,22,25,10,802,143,27,14,5,34,57,13,13,50.0
Matheus,br BRA,Wolves,"MF,FW",25-329,28,25,"2,253",14,4,3,0,7.3,6.8,95,119,141,0.56,0.16,0.29,0.27,N/a,N/a,N/a,N/a,41.6,1.48,0.16,20.7,682,71.0,10862,46,81,50,9,119,84.7,75.4,43.9,107,4.27,13,0.52,34,20,35,24,19,1,18,16,1337,22,165,616,603,109,123,44.7,43.9,762,2835,95,79,33,70,45,891,141,39,63,8,118,116,10,27,27.0
Mathias,dk DEN,Brentford,MF,29-110,19,8,770,0,2,2,0,0.2,1.6,6,55,26,0.00,0.23,0.03,0.19,N/a,N/a,N/a,N/a,16.7,0.12,0.00,23.1,327,75.0,6098,15,39,17,2,55,87.1,79.0,55.7,37,4.32,4,0.47,12,8,15,8,13,4,9,7,510,23,115,215,183,9,15,60.0,26.7,273,538,6,8,0,8,6,315,26,7,10,0,31,44,8,5,61.5
Mathys,fr FRA,Tottenham,FW,19-359,7,5,402,2,0,0,0,1.8,0.6,11,9,35,0.45,0.00,0.41,0.13,N/a,N/a,N/a,N/a,50.0,1.34,0.08,16.7,88,76.5,1452,4,6,6,2,9,88.7,73.9,63.6,8,1.80,0,0.00,3,1,6,5,3,0,3,0,174,1,18,65,95,19,19,21.1,63.2,126,385,11,11,3,10,7,125,35,5,4,0,10,19,1,2,33.3
Mats,nl NED,Brighton,"MF,DF",25-156,20,5,602,1,2,4,0,0.5,1.3,6,40,10,0.15,0.30,0.08,0.19,N/a,N/a,N/a,N/a,33.3,0.30,0.17,12.7,387,86.6,6337,11,40,3,1,40,90.8,88.6,79.4,22,3.28,3,0.45,29,16,23,9,11,1,10,10,546,28,132,309,112,13,9,44.4,55.6,309,522,6,8,1,11,8,350,10,16,5,0,5,50,22,17,56.4
Matt,ie IRL,Wolves,DF,33-095,26,21,"1,818",2,1,6,0,1.0,1.5,29,73,39,0.10,0.05,0.05,0.08,N/a,N/a,N/a,N/a,30.0,0.15,0.20,11.4,900,81.8,16696,11,85,13,1,73,89.7,86.1,60.8,24,1.19,3,0.15,35,19,21,7,25,15,10,21,1312,110,507,647,175,25,20,55.0,30.0,693,1953,29,19,4,11,5,822,39,17,11,2,18,91,46,19,70.8
Matt,dk DEN,Brighton,MF,24-151,16,8,677,1,1,1,0,1.9,1.3,16,29,40,0.13,0.13,0.26,0.17,N/a,N/a,N/a,N/a,26.3,0.66,0.05,16.7,247,79.4,3833,13,22,6,0,29,91.5,80.6,48.9,29,3.86,4,0.53,15,9,11,7,6,3,3,12,400,15,62,179,161,33,12,58.3,33.3,205,432,16,11,5,13,3,233,40,10,10,1,36,21,4,6,40.0
Matthijs,nl NED,Manchester Utd,DF,25-252,28,24,"2,089",2,0,3,0,2.5,0.3,7,55,6,0.09,0.00,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1225,90.1,21549,6,63,2,1,55,94.1,94.5,50.5,14,0.60,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,2219,7,3,0,5,3,1142,6,16,12,2,6,66,57,29,66.3
Matty,pl POL,Aston Villa,DF,27-257,22,19,"1,650",1,1,6,0,0.3,1.1,43,38,67,0.05,0.05,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.22,0.10,19.0,586,78.8,9704,10,36,8,4,38,89.7,80.2,48.7,22,1.20,2,0.11,46,26,33,10,17,6,11,20,930,66,333,371,237,36,32,46.9,43.8,466,1504,43,33,4,17,6,528,67,24,14,1,28,57,17,18,48.6
Matz,be BEL,Nott'ham Forest,GK,33-054,32,32,"2,880",0,0,2,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.19,74.5,40.6,0.0,N/a,0.00,N/a,N/a,430,50.6,16491,1,37,2,0,1,100.0,97.6,37.1,5,0.16,0,0.00,1,1,1,0,0,0,0,0,935,712,921,14,0,0,0,N/a,N/a,456,1401,0,0,0,0,0,364,0,0,10,0,0,9,14,2,87.5
Max,eng ENG,West Ham,DF,27-333,33,33,"2,898",0,1,4,0,1.4,1.1,28,103,5,0.00,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.00,8.4,1442,86.9,27949,15,96,3,0,103,92.4,92.5,58.1,26,0.81,3,0.09,30,17,23,4,54,37,17,36,2018,406,1126,812,95,28,18,72.2,5.6,1056,2749,28,10,2,14,2,1337,5,17,12,2,2,132,99,48,67.3
Maxence,fr FRA,Crystal Palace,DF,25-015,30,30,"2,666",1,1,5,0,2.8,0.8,8,58,7,0.03,0.03,0.10,0.03,N/a,N/a,N/a,N/a,20.0,0.17,0.04,11.8,1064,81.7,21929,6,64,2,1,58,85.0,90.7,55.7,26,0.88,4,0.14,66,39,47,15,40,15,25,49,1696,304,1037,594,72,36,13,61.5,23.1,904,1922,8,4,0,21,3,996,7,31,18,1,6,120,54,44,55.1
Michael,it ITA,Brentford,DF,20-285,7,1,128,0,0,1,0,0.0,0.2,3,2,10,0.00,0.00,0.00,0.11,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,41,67.2,755,2,3,1,1,2,75.0,69.7,50.0,4,2.81,1,0.70,9,5,5,0,0,0,0,1,75,9,33,24,20,4,2,50.0,50.0,29,118,3,2,2,2,0,29,10,3,1,0,5,8,1,1,50.0
Michael,eng ENG,Everton,DF,32-100,11,9,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.00,0.05,0.01,N/a,N/a,N/a,N/a,37.5,0.32,0.25,14.8,258,81.6,5895,2,17,0,0,12,88.5,90.3,75.3,6,0.63,0,0.00,10,7,13,6,11,7,4,10,426,85,241,169,18,14,1,0.0,100.0,189,236,1,1,0,1,2,240,3,9,0,0,1,24,20,14,58.8
Michail,jm JAM,West Ham,FW,35-024,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/a,N/a,N/a,N/a,21.1,0.43,0.05,12.6,114,60.6,2183,9,11,6,2,18,72.2,59.7,71.0,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,12,7,4,25,22,17,22,43.6
Micky,nl NED,Tottenham,DF,24-002,11,10,905,0,2,4,0,0.6,1.2,8,47,1,0.00,0.20,0.06,0.12,N/a,N/a,N/a,N/a,33.3,0.20,0.00,11.1,659,90.9,12335,2,45,1,0,47,92.3,96.2,62.1,9,0.90,2,0.20,10,6,14,6,9,6,3,9,808,100,425,359,33,9,8,50.0,50.0,564,1301,8,10,1,5,4,587,1,10,7,0,0,59,18,16,52.9
Miguel,py PAR,Newcastle Utd,FW,31-070,9,1,157,0,0,0,0,0.5,0.3,3,6,18,0.00,0.00,0.30,0.15,N/a,N/a,N/a,N/a,33.3,1.15,0.00,14.2,54,81.8,707,3,3,1,0,6,92.9,81.3,33.3,8,4.59,0,0.00,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50.0,50.0,54,93,3,3,2,0,2,59,18,1,3,2,0,4,0,2,0.0
Mikel,es ESP,Arsenal,"MF,FW",28-303,25,15,"1,401",6,2,2,0,4.4,1.9,9,61,86,0.39,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,0.77,0.19,10.5,412,77.9,5686,15,33,24,4,61,87.0,78.3,53.3,39,2.51,4,0.26,38,22,29,14,17,5,12,13,709,35,127,300,291,72,17,41.2,35.3,349,638,9,12,4,21,22,460,86,35,20,7,12,76,57,52,52.3
Mikey,eng ENG,Tottenham,"FW,MF",17-253,7,2,185,0,1,0,0,0.2,0.3,9,7,30,0.00,0.49,0.10,0.16,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.5,48,71.6,593,3,1,5,1,7,96.8,65.0,20.0,10,4.86,2,0.97,0,0,1,1,1,0,1,1,96,1,10,22,65,12,11,9.1,81.8,68,239,9,3,4,6,4,73,30,3,4,2,12,5,1,4,20.0
Mikkel,dk DEN,Brentford,"MF,FW",24-292,33,29,"2,495",2,10,2,0,2.6,7.3,62,204,115,0.07,0.36,0.09,0.26,N/a,N/a,N/a,N/a,22.6,0.25,0.06,17.1,954,72.8,16253,55,144,62,15,204,85.4,73.5,52.8,109,3.93,21,0.76,73,40,69,42,33,2,31,25,1619,33,293,734,614,70,89,51.7,36.0,924,2615,62,42,9,53,42,1075,115,15,26,6,118,152,12,25,32.4
Milos,hu HUN,Bournemouth,DF,21-165,33,33,"2,897",2,5,4,0,0.5,3.3,89,141,161,0.06,0.16,0.02,0.10,N/a,N/a,N/a,N/a,29.4,0.16,0.12,20.4,1141,75.4,17883,30,79,34,22,141,89.3,78.1,36.8,74,2.30,9,0.28,49,26,36,14,33,11,22,38,1858,101,482,782,616,57,43,44.2,32.6,926,3158,89,62,15,42,18,1004,161,27,44,1,115,148,25,46,35.2
Mohamed,eg EGY,Liverpool,FW,32-310,33,33,"2,921",27,18,1,0,23.7,12.1,138,127,407,0.83,0.55,0.73,0.37,N/a,N/a,N/a,N/a,43.0,1.42,0.17,14.7,785,71.3,11755,75,49,80,13,127,83.8,69.6,61.6,144,4.44,24,0.74,20,11,14,7,11,0,11,7,1481,10,87,446,967,310,120,45.0,52.5,1012,3209,138,54,110,102,60,1236,407,22,33,15,64,90,9,12,42.9
Mohammed,gh GHA,West Ham,"FW,MF",24-262,27,27,"2,241",3,2,1,1,6.2,2.3,87,71,189,0.12,0.08,0.25,0.09,N/a,N/a,N/a,N/a,29.2,0.76,0.05,15.6,620,83.6,10034,27,40,25,12,71,90.0,89.6,67.1,94,3.78,6,0.24,33,19,26,16,21,1,20,4,1100,11,149,451,537,111,177,43.5,46.9,719,2242,87,55,38,63,84,860,189,34,57,18,69,119,10,34,22.7
Moisés,ec ECU,Chelsea,MF,23-170,33,33,"2,901",1,2,10,0,0.7,2.9,37,188,32,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,17.6,0.09,0.06,25.0,1736,89.9,30164,28,210,31,2,188,92.3,92.7,78.3,86,2.67,7,0.22,97,61,76,29,44,9,35,43,2263,80,483,1395,409,12,51,39.2,37.3,1267,2818,37,26,2,34,23,1595,32,60,54,0,8,192,29,15,65.9
Morato,br BRA,Nott'ham Forest,DF,23-295,22,5,754,0,0,2,0,0.2,0.0,0,14,1,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.12,0.00,8.6,177,74.1,2982,0,10,0,0,14,83.7,83.8,35.7,2,0.24,0,0.00,21,13,20,7,11,4,7,9,369,78,230,122,19,2,1,100.0,0.0,122,272,0,2,0,6,3,153,1,9,2,0,0,31,5,13,27.8
Morgan,eng ENG,Nott'ham Forest,MF,25-084,28,28,"2,288",5,7,8,1,4.3,4.4,62,139,112,0.20,0.28,0.17,0.17,N/a,N/a,N/a,N/a,34.0,0.67,0.10,16.7,821,78.5,12615,44,110,35,7,139,85.1,82.0,59.0,97,3.82,16,0.63,37,17,26,13,14,4,10,17,1350,30,159,675,537,83,71,39.4,46.5,760,2265,62,46,12,62,36,1015,112,31,34,7,36,111,34,43,44.2
Morgan,eng ENG,Aston Villa,"FW,MF",22-269,32,32,"2,678",8,8,8,0,6.1,6.5,102,111,166,0.27,0.27,0.21,0.22,N/a,N/a,N/a,N/a,36.5,0.64,0.15,15.8,596,73.8,8660,44,67,50,2,111,81.1,76.6,79.2,94,3.16,13,0.44,33,16,37,20,23,6,17,5,1204,35,178,522,529,131,145,41.4,45.5,707,2901,102,61,32,92,65,845,166,43,46,2,19,101,10,42,19.2
Murillo,br BRA,Nott'ham Forest,DF,22-291,31,31,"2,748",1,0,5,0,1.2,1.1,19,99,4,0.03,0.00,0.04,0.04,N/a,N/a,N/a,N/a,20.0,0.13,0.05,24.3,955,78.0,18878,12,108,11,1,99,91.0,87.1,47.8,34,1.11,1,0.03,44,32,41,18,64,42,22,29,1616,361,826,716,88,17,32,81.3,18.8,688,2135,19,24,1,18,9,818,4,23,4,0,12,123,34,19,64.2
Mykhailo,ua UKR,Chelsea,FW,24-106,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.00,0.00,0.15,0.58,N/a,N/a,N/a,N/a,100.0,0.60,0.00,11.6,28,66.7,431,2,2,2,1,5,70.8,66.7,50.0,6,3.60,0,0.00,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,2,2,1,7,9,2,4,33.3
Myles,eng ENG,Arsenal,DF,18-207,18,11,993,1,0,2,2,0.1,0.2,26,55,24,0.09,0.00,0.01,0.02,N/a,N/a,N/a,N/a,50.0,0.09,0.50,14.3,496,90.3,7306,5,51,7,0,55,95.7,90.0,66.7,19,1.72,0,0.00,21,14,9,0,1,0,1,6,641,16,114,344,196,13,24,50.0,33.3,366,1218,26,20,4,8,8,431,24,9,33,0,7,39,6,6,50.0
Nathan,wls WAL,Ipswich Town,"MF,FW",27-016,16,6,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.00,0.22,0.10,N/a,N/a,N/a,N/a,60.0,0.89,0.10,15.4,149,76.0,2132,6,10,4,0,12,87.5,79.7,25.0,19,2.83,2,0.30,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50.0,43.8,152,502,17,14,4,18,11,191,27,4,13,2,9,30,1,9,10.0
Nathan,nl NED,Manchester City,DF,30-062,10,8,678,0,0,0,0,0.2,0.0,12,50,2,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,10.0,509,93.9,8321,1,42,1,0,50,98.0,97.1,58.8,8,1.06,0,0.00,9,7,6,2,7,2,5,3,596,51,205,331,61,5,1,100.0,0.0,403,1501,12,12,1,4,3,449,2,2,0,0,1,24,13,10,56.5
Nathan,sct SCO,Everton,"DF,FW",23-187,8,1,203,0,0,0,0,0.1,0.3,4,7,7,0.00,0.00,0.03,0.15,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.8,77,73.3,1294,2,7,4,2,7,97.4,65.3,42.9,6,2.66,0,0.00,4,1,6,4,2,0,2,0,126,6,31,51,46,4,8,87.5,0.0,50,113,4,2,2,3,1,63,7,2,1,0,7,7,1,4,20.0
Nathan,ie IRL,Brentford,DF,23-356,33,33,"2,970",2,2,5,0,2.5,1.5,25,112,18,0.06,0.06,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.18,0.13,10.8,1501,85.8,28532,9,94,7,2,112,88.0,92.4,59.7,28,0.85,7,0.21,35,20,31,10,68,48,20,31,2139,341,1124,867,158,63,12,50.0,41.7,1125,3556,25,9,0,15,8,1303,18,24,25,6,7,145,103,57,64.4
Nathan,eng ENG,Southampton,DF,22-325,9,7,624,0,0,2,0,0.2,0.0,2,17,0,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,5.9,363,92.8,6144,1,11,0,0,17,94.4,96.4,69.6,3,0.43,0,0.00,10,7,8,3,8,5,3,4,457,54,219,212,27,2,5,60.0,20.0,253,454,2,6,0,4,1,339,0,8,4,0,3,20,11,7,61.1
Nathaniel,eng ENG,Crystal Palace,"DF,MF",34-016,13,5,483,0,0,1,0,0.0,0.3,6,7,8,0.00,0.00,0.00,0.06,N/a,N/a,N/a,N/a,0.0,0.00,0.00,31.4,171,76.0,3113,3,16,2,1,7,80.9,88.4,46.7,3,0.56,0,0.00,12,8,11,5,4,2,2,3,273,18,111,125,37,3,1,0.0,100.0,158,314,6,2,3,5,2,178,8,2,2,0,7,10,1,7,12.5
Neco,wls WAL,Nott'ham Forest,DF,24-008,29,22,"2,054",1,2,5,0,2.2,1.4,53,70,77,0.04,0.09,0.10,0.06,N/a,N/a,N/a,N/a,18.8,0.26,0.03,19.7,630,75.3,9556,14,50,17,7,70,89.5,72.2,39.0,40,1.75,5,0.22,66,38,63,24,36,7,29,23,1189,126,425,428,350,35,39,38.5,43.6,481,1631,53,25,14,20,14,560,77,19,34,1,39,78,32,24,57.1
Neto,br BRA,Bournemouth,GK,35-276,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.00,84.6,0.0,N/a,N/a,0.00,N/a,N/a,40,64.5,1183,0,2,0,0,0,100.0,100.0,36.4,0,0.00,0,0.00,0,0,0,0,0,0,0,0,70,60,70,0,0,0,0,N/a,N/a,35,99,0,0,0,0,0,28,0,0,2,0,0,3,0,0,N/a
Nick,eng ENG,Newcastle Utd,GK,33-002,23,23,"2,070",0,0,2,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.39,70.5,26.1,50.0,N/a,0.00,N/a,N/a,471,71.9,12173,0,2,0,0,1,99.0,98.4,42.0,4,0.17,0,0.00,0,0,0,0,1,0,1,1,733,586,723,10,0,0,0,N/a,N/a,381,1431,0,0,0,0,1,257,0,2,5,0,0,18,11,1,91.7
Niclas,de GER,West Ham,FW,32-071,13,4,544,3,2,2,0,1.9,1.9,5,9,21,0.50,0.33,0.32,0.31,N/a,N/a,N/a,N/a,38.5,0.83,0.23,10.4,81,65.3,1088,13,7,4,0,9,72.9,59.5,60.0,18,2.97,2,0.33,2,2,3,1,1,0,1,0,174,13,16,86,73,32,4,25.0,75.0,68,141,5,3,2,11,4,122,21,14,4,5,1,9,25,35,41.7
Nico,eng ENG,Manchester City,DF,20-031,6,4,366,2,0,0,0,1.1,0.2,11,12,17,0.49,0.00,0.27,0.04,N/a,N/a,N/a,N/a,40.0,0.49,0.40,16.8,233,86.9,3124,3,24,0,0,12,90.8,85.2,60.0,9,2.21,2,0.49,6,3,4,3,2,0,2,3,311,9,52,174,89,12,12,75.0,25.0,192,424,11,8,0,8,6,226,17,5,3,1,4,22,4,6,40.0
Nicolas,sn SEN,Chelsea,FW,23-305,27,25,"2,025",9,5,7,0,12.1,4.3,44,35,114,0.40,0.22,0.54,0.19,N/a,N/a,N/a,N/a,42.5,1.38,0.12,12.6,267,74.6,3579,28,21,9,1,35,80.5,76.2,64.3,67,2.98,10,0.44,18,11,8,5,12,2,10,3,622,19,44,252,334,135,55,30.9,50.9,373,1241,44,24,29,59,36,456,114,29,27,18,3,43,18,33,35.3
Nicolás,es ESP,Manchester City,MF,23-108,8,8,647,0,0,3,0,0.3,0.1,5,46,10,0.00,0.00,0.04,0.01,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.3,520,92.9,7739,1,48,4,0,46,95.9,92.7,71.4,15,2.08,3,0.42,15,6,11,5,9,0,9,4,635,13,98,397,143,7,6,16.7,50.0,386,615,5,9,1,7,10,484,10,11,4,0,0,31,15,11,57.7
Nicolás,ar ARG,Nott'ham Forest,"MF,FW",26-297,28,18,"1,567",0,0,8,0,1.4,1.3,12,60,24,0.00,0.00,0.08,0.07,N/a,N/a,N/a,N/a,38.9,0.40,0.00,19.0,669,87.1,9654,12,64,8,0,60,91.6,89.8,61.4,29,1.67,0,0.00,71,38,59,32,34,11,23,26,992,63,249,517,234,23,8,37.5,37.5,371,717,12,10,2,17,9,546,24,27,14,1,2,95,17,19,47.2
Nikola,rs SRB,Nott'ham Forest,DF,27-191,31,31,"2,790",4,2,4,0,3.6,0.8,3,45,5,0.13,0.06,0.12,0.03,N/a,N/a,N/a,N/a,26.9,0.23,0.15,12.1,684,80.9,13625,7,44,2,0,45,86.7,87.0,60.2,18,0.58,3,0.10,42,26,27,6,36,21,15,23,1149,216,627,447,79,58,1,100.0,0.0,433,900,3,3,2,1,2,582,5,16,3,1,0,69,89,36,71.2
Noni,eng ENG,Chelsea,FW,23-042,27,22,"1,646",7,3,3,0,7.9,3.9,124,60,198,0.38,0.16,0.43,0.21,N/a,N/a,N/a,N/a,37.7,1.42,0.10,14.6,431,78.1,6379,28,11,33,8,60,86.8,76.9,57.1,69,3.77,8,0.44,20,14,32,20,13,0,13,8,793,17,78,219,509,157,76,42.1,48.7,534,2826,124,42,75,40,23,614,198,20,22,4,53,63,9,14,39.1
Noussair,ma MAR,Manchester Utd,DF,27-158,33,30,"2,565",0,1,2,0,0.6,1.3,36,102,47,0.00,0.04,0.02,0.05,N/a,N/a,N/a,N/a,25.0,0.11,0.00,20.8,1387,85.5,20824,17,116,18,5,102,91.4,89.2,54.3,48,1.68,1,0.04,100,59,84,34,32,8,24,33,1940,154,767,894,303,26,43,55.8,37.2,1070,2613,36,28,3,23,16,1175,47,37,21,3,20,137,46,27,63.0
